token,normalized_token,target_section,source,reviewer_correction,validation_status,quantity,page_number,bbox,ocr_confidence,line_context
I-Beam-S18X70,IBEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
Beam S18X70 A36,BEAMS18X70A36,S18X70,aisc_augmented,False,reference,,,,,
S-18X70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
Standard Beam-S18X70,STANDARDBEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
S18X70 Standard Beam,S18X70STANDARDBEAM,S18X70,aisc_augmented,False,reference,,,,,
S_18X70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
S18 X 70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
S18×70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
I-Beam S18X70,IBEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
S18X70 A36,S18X70A36,S18X70,aisc_augmented,False,reference,,,,,
S 18X70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
S Shape-S18X70,SSHAPES18X70,S18X70,aisc_augmented,False,reference,,,,,
S18X70 S Shape,S18X70SSHAPE,S18X70,aisc_augmented,False,reference,,,,,
Standard Beam S18X70,STANDARDBEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
S20X66 S Shape,S20X66SSHAPE,S20X66,aisc_augmented,False,reference,,,,,
Beam S20X66 A36,BEAMS20X66A36,S20X66,aisc_augmented,False,reference,,,,,
S20X66 I-Beam,S20X66IBEAM,S20X66,aisc_augmented,False,reference,,,,,
Beam S20X66,BEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
s20x66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
S20×66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
S 20X66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
Standard Beam-S20X66,STANDARDBEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
Beam-S20X66,BEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
S2OX66,S2OX66,S20X66,aisc_augmented,False,reference,,,,,
S20 X 66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
I-Beam S20X66,IBEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
S20X66 Standard Beam,S20X66STANDARDBEAM,S20X66,aisc_augmented,False,reference,,,,,
Beam S20X66 ASTM A36,BEAMS20X66ASTMA36,S20X66,aisc_augmented,False,reference,,,,,
Standard Beam S20X66,STANDARDBEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
I-Beam-S20X66,IBEAMS20X66,S20X66,aisc_augmented,False,reference,,,,,
S-20X66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
Standard Beam S20X66 ASTM A36,STANDARDBEAMS20X66ASTMA36,S20X66,aisc_augmented,False,reference,,,,,
S20X66 A36,S20X66A36,S20X66,aisc_augmented,False,reference,,,,,
Standard Beam S20X66 A36,STANDARDBEAMS20X66A36,S20X66,aisc_augmented,False,reference,,,,,
S20X66 Beam,S20X66BEAM,S20X66,aisc_augmented,False,reference,,,,,
S 20 X 66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
S Shape S20X66,SSHAPES20X66,S20X66,aisc_augmented,False,reference,,,,,
S_20X66,S20X66,S20X66,aisc_augmented,False,reference,,,,,
S Shape-S20X66,SSHAPES20X66,S20X66,aisc_augmented,False,reference,,,,,
S20X66 ASTM A36,S20X66ASTMA36,S20X66,aisc_augmented,False,reference,,,,,
S Shape-S20X75,SSHAPES20X75,S20X75,aisc_augmented,False,reference,,,,,
S20 X 75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
Standard Beam S20X75,STANDARDBEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
S20X75 I-Beam,S20X75IBEAM,S20X75,aisc_augmented,False,reference,,,,,
Beam S20X75,BEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
I-Beam S20X75,IBEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
S20X75 Standard Beam,S20X75STANDARDBEAM,S20X75,aisc_augmented,False,reference,,,,,
S-20X75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
I-Beam-S20X75,IBEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
S20×75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
S 20X75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
S_20X75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
S20X7S,S20X7S,S20X75,aisc_augmented,False,reference,,,,,
S20X75 ASTM A36,S20X75ASTMA36,S20X75,aisc_augmented,False,reference,,,,,
S20X75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
Standard Beam S20X75 A36,STANDARDBEAMS20X75A36,S20X75,aisc_augmented,False,reference,,,,,
S2OX75,S2OX75,S20X75,aisc_augmented,False,reference,,,,,
S Shape S20X75,SSHAPES20X75,S20X75,aisc_augmented,False,reference,,,,,
S20X75 A36,S20X75A36,S20X75,aisc_augmented,False,reference,,,,,
Beam S20X75 A36,BEAMS20X75A36,S20X75,aisc_augmented,False,reference,,,,,
Standard Beam S20X75 ASTM A36,STANDARDBEAMS20X75ASTMA36,S20X75,aisc_augmented,False,reference,,,,,
Beam S20X75 ASTM A36,BEAMS20X75ASTMA36,S20X75,aisc_augmented,False,reference,,,,,
Beam-S20X75,BEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
Standard Beam-S20X75,STANDARDBEAMS20X75,S20X75,aisc_augmented,False,reference,,,,,
S20X75 Beam,S20X75BEAM,S20X75,aisc_augmented,False,reference,,,,,
S20X75 S Shape,S20X75SSHAPE,S20X75,aisc_augmented,False,reference,,,,,
S 20 X 75,S20X75,S20X75,aisc_augmented,False,reference,,,,,
Beam S20X86 A36,BEAMS20X86A36,S20X86,aisc_augmented,False,reference,,,,,
S20X86 S Shape,S20X86SSHAPE,S20X86,aisc_augmented,False,reference,,,,,
S20X86 I-Beam,S20X86IBEAM,S20X86,aisc_augmented,False,reference,,,,,
Standard Beam S20X86 A36,STANDARDBEAMS20X86A36,S20X86,aisc_augmented,False,reference,,,,,
S20 X 86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
Standard Beam-S20X86,STANDARDBEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
s20x86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
S2OX86,S2OX86,S20X86,aisc_augmented,False,reference,,,,,
S-20X86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
Beam S20X86,BEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
S20XB6,S20XB6,S20X86,aisc_augmented,False,reference,,,,,
S 20X86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
S20X86 Beam,S20X86BEAM,S20X86,aisc_augmented,False,reference,,,,,
S20X86 Standard Beam,S20X86STANDARDBEAM,S20X86,aisc_augmented,False,reference,,,,,
S20×86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
S20X86 A36,S20X86A36,S20X86,aisc_augmented,False,reference,,,,,
Standard Beam S20X86,STANDARDBEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
S Shape S20X86,SSHAPES20X86,S20X86,aisc_augmented,False,reference,,,,,
S20X86 ASTM A36,S20X86ASTMA36,S20X86,aisc_augmented,False,reference,,,,,
S_20X86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
Standard Beam S20X86 ASTM A36,STANDARDBEAMS20X86ASTMA36,S20X86,aisc_augmented,False,reference,,,,,
S 20 X 86,S20X86,S20X86,aisc_augmented,False,reference,,,,,
Beam S20X86 ASTM A36,BEAMS20X86ASTMA36,S20X86,aisc_augmented,False,reference,,,,,
I-Beam-S20X86,IBEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
Beam-S20X86,BEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
I-Beam S20X86,IBEAMS20X86,S20X86,aisc_augmented,False,reference,,,,,
S Shape-S20X86,SSHAPES20X86,S20X86,aisc_augmented,False,reference,,,,,
Beam S20X96 A36,BEAMS20X96A36,S20X96,aisc_augmented,False,reference,,,,,
I-Beam-S20X96,IBEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
S20X96 S Shape,S20X96SSHAPE,S20X96,aisc_augmented,False,reference,,,,,
Beam S20X96 ASTM A36,BEAMS20X96ASTMA36,S20X96,aisc_augmented,False,reference,,,,,
S Shape-S20X96,SSHAPES20X96,S20X96,aisc_augmented,False,reference,,,,,
S-20X96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S20X96 I-Beam,S20X96IBEAM,S20X96,aisc_augmented,False,reference,,,,,
S 20X96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S20X96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
Standard Beam S20X96 ASTM A36,STANDARDBEAMS20X96ASTMA36,S20X96,aisc_augmented,False,reference,,,,,
S2OX96,S2OX96,S20X96,aisc_augmented,False,reference,,,,,
S20X96 Standard Beam,S20X96STANDARDBEAM,S20X96,aisc_augmented,False,reference,,,,,
I-Beam S20X96,IBEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
Beam-S20X96,BEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
S_20X96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S20X96 ASTM A36,S20X96ASTMA36,S20X96,aisc_augmented,False,reference,,,,,
S20X96 A36,S20X96A36,S20X96,aisc_augmented,False,reference,,,,,
S20×96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S 20 X 96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S20 X 96,S20X96,S20X96,aisc_augmented,False,reference,,,,,
S20X96 Beam,S20X96BEAM,S20X96,aisc_augmented,False,reference,,,,,
Beam S20X96,BEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
Standard Beam S20X96,STANDARDBEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
Standard Beam S20X96 A36,STANDARDBEAMS20X96A36,S20X96,aisc_augmented,False,reference,,,,,
Standard Beam-S20X96,STANDARDBEAMS20X96,S20X96,aisc_augmented,False,reference,,,,,
S Shape S20X96,SSHAPES20X96,S20X96,aisc_augmented,False,reference,,,,,
S 24 X 100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
I-Beam-S24X100,IBEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
S 24X100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X100 Beam,S24X100BEAM,S24X100,aisc_augmented,False,reference,,,,,
S24X100 Standard Beam,S24X100STANDARDBEAM,S24X100,aisc_augmented,False,reference,,,,,
S-24X100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X100 ASTM A36,S24X100ASTMA36,S24X100,aisc_augmented,False,reference,,,,,
Beam-S24X100,BEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X100 S Shape,S24X100SSHAPE,S24X100,aisc_augmented,False,reference,,,,,
Standard Beam S24X100 ASTM A36,STANDARDBEAMS24X100ASTMA36,S24X100,aisc_augmented,False,reference,,,,,
Beam S24X100,BEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
Standard Beam S24X100 A36,STANDARDBEAMS24X100A36,S24X100,aisc_augmented,False,reference,,,,,
Beam S24X100 ASTM A36,BEAMS24X100ASTMA36,S24X100,aisc_augmented,False,reference,,,,,
S24XI00,S24XI00,S24X100,aisc_augmented,False,reference,,,,,
Standard Beam-S24X100,STANDARDBEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X10O,S24X10O,S24X100,aisc_augmented,False,reference,,,,,
S24×100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X1O0,S24X1O0,S24X100,aisc_augmented,False,reference,,,,,
S24X100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
I-Beam S24X100,IBEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
S Shape S24X100,SSHAPES24X100,S24X100,aisc_augmented,False,reference,,,,,
Beam S24X100 A36,BEAMS24X100A36,S24X100,aisc_augmented,False,reference,,,,,
S24X100 A36,S24X100A36,S24X100,aisc_augmented,False,reference,,,,,
S Shape-S24X100,SSHAPES24X100,S24X100,aisc_augmented,False,reference,,,,,
S_24X100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
Standard Beam S24X100,STANDARDBEAMS24X100,S24X100,aisc_augmented,False,reference,,,,,
S24 X 100,S24X100,S24X100,aisc_augmented,False,reference,,,,,
S24X100 I-Beam,S24X100IBEAM,S24X100,aisc_augmented,False,reference,,,,,
S24×106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
S-24X106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
S Shape-S24X106,SSHAPES24X106,S24X106,aisc_augmented,False,reference,,,,,
S Shape S24X106,SSHAPES24X106,S24X106,aisc_augmented,False,reference,,,,,
Beam S24X106 ASTM A36,BEAMS24X106ASTMA36,S24X106,aisc_augmented,False,reference,,,,,
Standard Beam S24X106 A36,STANDARDBEAMS24X106A36,S24X106,aisc_augmented,False,reference,,,,,
S_24X106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
S24 X 106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
S24X106 Standard Beam,S24X106STANDARDBEAM,S24X106,aisc_augmented,False,reference,,,,,
S24XI06,S24XI06,S24X106,aisc_augmented,False,reference,,,,,
s24x106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
S24X106 ASTM A36,S24X106ASTMA36,S24X106,aisc_augmented,False,reference,,,,,
S24X1O6,S24X1O6,S24X106,aisc_augmented,False,reference,,,,,
S 24 X 106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
Beam S24X106 A36,BEAMS24X106A36,S24X106,aisc_augmented,False,reference,,,,,
Beam S24X106,BEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
S24X106 A36,S24X106A36,S24X106,aisc_augmented,False,reference,,,,,
Standard Beam S24X106,STANDARDBEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
Standard Beam S24X106 ASTM A36,STANDARDBEAMS24X106ASTMA36,S24X106,aisc_augmented,False,reference,,,,,
S24X106 I-Beam,S24X106IBEAM,S24X106,aisc_augmented,False,reference,,,,,
Beam-S24X106,BEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
Standard Beam-S24X106,STANDARDBEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
S24X106 Beam,S24X106BEAM,S24X106,aisc_augmented,False,reference,,,,,
I-Beam-S24X106,IBEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
S24X106 S Shape,S24X106SSHAPE,S24X106,aisc_augmented,False,reference,,,,,
S 24X106,S24X106,S24X106,aisc_augmented,False,reference,,,,,
I-Beam S24X106,IBEAMS24X106,S24X106,aisc_augmented,False,reference,,,,,
S_24X121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
S24 X 121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
Standard Beam S24X121 A36,STANDARDBEAMS24X121A36,S24X121,aisc_augmented,False,reference,,,,,
S24X121 I-Beam,S24X121IBEAM,S24X121,aisc_augmented,False,reference,,,,,
I-Beam S24X121,IBEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
S24XI21,S24XI21,S24X121,aisc_augmented,False,reference,,,,,
S24X121 S Shape,S24X121SSHAPE,S24X121,aisc_augmented,False,reference,,,,,
I-Beam-S24X121,IBEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
S24X12I,S24X12I,S24X121,aisc_augmented,False,reference,,,,,
Standard Beam S24X121 ASTM A36,STANDARDBEAMS24X121ASTMA36,S24X121,aisc_augmented,False,reference,,,,,
S Shape-S24X121,SSHAPES24X121,S24X121,aisc_augmented,False,reference,,,,,
S24X121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
S24X121 Standard Beam,S24X121STANDARDBEAM,S24X121,aisc_augmented,False,reference,,,,,
Beam-S24X121,BEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
S24X121 Beam,S24X121BEAM,S24X121,aisc_augmented,False,reference,,,,,
Beam S24X121 ASTM A36,BEAMS24X121ASTMA36,S24X121,aisc_augmented,False,reference,,,,,
S24X121 ASTM A36,S24X121ASTMA36,S24X121,aisc_augmented,False,reference,,,,,
S Shape S24X121,SSHAPES24X121,S24X121,aisc_augmented,False,reference,,,,,
Standard Beam S24X121,STANDARDBEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
S 24 X 121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
Beam S24X121 A36,BEAMS24X121A36,S24X121,aisc_augmented,False,reference,,,,,
S 24X121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
S-24X121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
S24X121 A36,S24X121A36,S24X121,aisc_augmented,False,reference,,,,,
Standard Beam-S24X121,STANDARDBEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
Beam S24X121,BEAMS24X121,S24X121,aisc_augmented,False,reference,,,,,
S24×121,S24X121,S24X121,aisc_augmented,False,reference,,,,,
Beam S24X80,BEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
S24X80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
S Shape-S24X80,SSHAPES24X80,S24X80,aisc_augmented,False,reference,,,,,
S24XB0,S24XB0,S24X80,aisc_augmented,False,reference,,,,,
S24X80 A36,S24X80A36,S24X80,aisc_augmented,False,reference,,,,,
S-24X80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
S24 X 80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
S24X80 Standard Beam,S24X80STANDARDBEAM,S24X80,aisc_augmented,False,reference,,,,,
S24X80 I-Beam,S24X80IBEAM,S24X80,aisc_augmented,False,reference,,,,,
Beam S24X80 ASTM A36,BEAMS24X80ASTMA36,S24X80,aisc_augmented,False,reference,,,,,
S24X80 S Shape,S24X80SSHAPE,S24X80,aisc_augmented,False,reference,,,,,
S24X80 Beam,S24X80BEAM,S24X80,aisc_augmented,False,reference,,,,,
Standard Beam S24X80 A36,STANDARDBEAMS24X80A36,S24X80,aisc_augmented,False,reference,,,,,
S_24X80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
I-Beam-S24X80,IBEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
S Shape S24X80,SSHAPES24X80,S24X80,aisc_augmented,False,reference,,,,,
S24×80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
S24X80 ASTM A36,S24X80ASTMA36,S24X80,aisc_augmented,False,reference,,,,,
Standard Beam-S24X80,STANDARDBEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
Standard Beam S24X80,STANDARDBEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
S 24 X 80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
I-Beam S24X80,IBEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
S24X8O,S24X8O,S24X80,aisc_augmented,False,reference,,,,,
Beam-S24X80,BEAMS24X80,S24X80,aisc_augmented,False,reference,,,,,
Beam S24X80 A36,BEAMS24X80A36,S24X80,aisc_augmented,False,reference,,,,,
Standard Beam S24X80 ASTM A36,STANDARDBEAMS24X80ASTMA36,S24X80,aisc_augmented,False,reference,,,,,
S 24X80,S24X80,S24X80,aisc_augmented,False,reference,,,,,
Beam S24X90,BEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
S 24X90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
Beam S24X90 A36,BEAMS24X90A36,S24X90,aisc_augmented,False,reference,,,,,
S24X90 Beam,S24X90BEAM,S24X90,aisc_augmented,False,reference,,,,,
Standard Beam S24X90 ASTM A36,STANDARDBEAMS24X90ASTMA36,S24X90,aisc_augmented,False,reference,,,,,
S 24 X 90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
S24×90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90 I-Beam,S24X90IBEAM,S24X90,aisc_augmented,False,reference,,,,,
S Shape-S24X90,SSHAPES24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90 Standard Beam,S24X90STANDARDBEAM,S24X90,aisc_augmented,False,reference,,,,,
S24X9O,S24X9O,S24X90,aisc_augmented,False,reference,,,,,
Beam-S24X90,BEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90 S Shape,S24X90SSHAPE,S24X90,aisc_augmented,False,reference,,,,,
I-Beam-S24X90,IBEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90 A36,S24X90A36,S24X90,aisc_augmented,False,reference,,,,,
Standard Beam-S24X90,STANDARDBEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
Standard Beam S24X90 A36,STANDARDBEAMS24X90A36,S24X90,aisc_augmented,False,reference,,,,,
I-Beam S24X90,IBEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
S-24X90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
S24X90 ASTM A36,S24X90ASTMA36,S24X90,aisc_augmented,False,reference,,,,,
Beam S24X90 ASTM A36,BEAMS24X90ASTMA36,S24X90,aisc_augmented,False,reference,,,,,
S Shape S24X90,SSHAPES24X90,S24X90,aisc_augmented,False,reference,,,,,
S24 X 90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
S_24X90,S24X90,S24X90,aisc_augmented,False,reference,,,,,
Standard Beam S24X90,STANDARDBEAMS24X90,S24X90,aisc_augmented,False,reference,,,,,
Beam S3X5.7 ASTM A36,BEAMS3X5.7ASTMA36,S3X5.7,aisc_augmented,False,reference,,,,,
S Shape-S3X5.7,SSHAPES3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3 X 5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 Beam,S3X5.7BEAM,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 A36,S3X5.7A36,S3X5.7,aisc_augmented,False,reference,,,,,
S 3X5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3XS.7,S3XS.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3×5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
I-Beam S3X5.7,IBEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S 3 X 5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
I-Beam-S3X5.7,IBEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Standard Beam S3X5.7,STANDARDBEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Standard Beam S3X5.7 ASTM A36,STANDARDBEAMS3X5.7ASTMA36,S3X5.7,aisc_augmented,False,reference,,,,,
Standard Beam-S3X5.7,STANDARDBEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Beam S3X5.7,BEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 ASTM A36,S3X5.7ASTMA36,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 S Shape,S3X5.7SSHAPE,S3X5.7,aisc_augmented,False,reference,,,,,
S Shape S3X5.7,SSHAPES3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Beam-S3X5.7,BEAMS3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
S_3X5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Standard Beam S3X5.7 A36,STANDARDBEAMS3X5.7A36,S3X5.7,aisc_augmented,False,reference,,,,,
S-3X5.7,S3X5.7,S3X5.7,aisc_augmented,False,reference,,,,,
Beam S3X5.7 A36,BEAMS3X5.7A36,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 Standard Beam,S3X5.7STANDARDBEAM,S3X5.7,aisc_augmented,False,reference,,,,,
S3X5.7 I-Beam,S3X5.7IBEAM,S3X5.7,aisc_augmented,False,reference,,,,,
Beam S3X7.5 A36,BEAMS3X7.5A36,S3X7.5,aisc_augmented,False,reference,,,,,
S 3X7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 ASTM A36,S3X7.5ASTMA36,S3X7.5,aisc_augmented,False,reference,,,,,
Standard Beam S3X7.5,STANDARDBEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 I-Beam,S3X7.5IBEAM,S3X7.5,aisc_augmented,False,reference,,,,,
Beam S3X7.5,BEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
I-Beam S3X7.5,IBEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 A36,S3X7.5A36,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.S,S3X7.S,S3X7.5,aisc_augmented,False,reference,,,,,
S3 X 7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3×7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
Standard Beam-S3X7.5,STANDARDBEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S Shape S3X7.5,SSHAPES3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S Shape-S3X7.5,SSHAPES3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
Beam S3X7.5 ASTM A36,BEAMS3X7.5ASTMA36,S3X7.5,aisc_augmented,False,reference,,,,,
S_3X7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
Standard Beam S3X7.5 A36,STANDARDBEAMS3X7.5A36,S3X7.5,aisc_augmented,False,reference,,,,,
S 3 X 7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
I-Beam-S3X7.5,IBEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
Beam-S3X7.5,BEAMS3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
Standard Beam S3X7.5 ASTM A36,STANDARDBEAMS3X7.5ASTMA36,S3X7.5,aisc_augmented,False,reference,,,,,
S-3X7.5,S3X7.5,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 Standard Beam,S3X7.5STANDARDBEAM,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 Beam,S3X7.5BEAM,S3X7.5,aisc_augmented,False,reference,,,,,
S3X7.5 S Shape,S3X7.5SSHAPE,S3X7.5,aisc_augmented,False,reference,,,,,
Beam S4X7.7 ASTM A36,BEAMS4X7.7ASTMA36,S4X7.7,aisc_augmented,False,reference,,,,,
S4X7.7 Standard Beam,S4X7.7STANDARDBEAM,S4X7.7,aisc_augmented,False,reference,,,,,
Standard Beam S4X7.7 ASTM A36,STANDARDBEAMS4X7.7ASTMA36,S4X7.7,aisc_augmented,False,reference,,,,,
I-Beam S4X7.7,IBEAMS4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
S4X7.7 ASTM A36,S4X7.7ASTMA36,S4X7.7,aisc_augmented,False,reference,,,,,
S4X7.7 Beam,S4X7.7BEAM,S4X7.7,aisc_augmented,False,reference,,,,,
Beam S4X7.7,BEAMS4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
S 4X7.7,S4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
Standard Beam S4X7.7 A36,STANDARDBEAMS4X7.7A36,S4X7.7,aisc_augmented,False,reference,,,,,
s4x7.7,S4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
S Shape S4X7.7,SSHAPES4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
Standard Beam-S4X7.7,STANDARDBEAMS4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
S Shape-S4X7.7,SSHAPES4X7.7,S4X7.7,aisc_augmented,False,reference,,,,,
S4X7.7 A36,S4X7.7A36,S4X7.7,aisc_augmented,False,reference,,,,,
